,Date,T_max,T_min,T_avg,Rain
1020,2017-10-17,25.3,11.0,18.15,0.0
1021,2017-10-18,23.7,13.2,18.45,0.0
1022,2017-10-19,21.5,9.9,15.7,0.0
1023,2017-10-20,19.0,7.8,13.4,0.0
1024,2017-10-21,17.3,8.3,12.8,0.0
1025,2017-10-22,13.0,9.9,11.45,28.7
1026,2017-10-23,11.4,8.9,10.15,11.8
1027,2017-10-24,16.9,9.6,13.25,0.0
1028,2017-10-25,15.7,4.9,10.3,0.0
1029,2017-10-26,17.9,7.9,12.9,0.0
1030,2017-10-27,12.8,10.8,11.8,2.2
1031,2017-10-28,12.1,8.4,10.25,1.8
1032,2017-10-29,13.1,7.9,10.5,13.9
1033,2017-10-30,10.6,5.8,8.2,0.1
1034,2017-10-31,8.6,2.5,5.55,0.0
1035,2017-11-1,12.7,3.9,8.3,0.0
1036,2017-11-2,15.9,7.6,11.75,0.0
1037,2017-11-3,15.8,10.3,13.05,0.0
1038,2017-11-4,14.6,4.1,9.35,0.0
1039,2017-11-5,13.8,4.9,9.35,0.0
1040,2017-11-6,14.9,7.0,10.95,0.0
1041,2017-11-7,14.4,6.7,10.55,0.0
1042,2017-11-8,10.5,8.4,9.45,0.3
1043,2017-11-9,10.8,7.5,9.15,0.0
1044,2017-11-10,11.2,8.6,9.9,1.3
1045,2017-11-11,10.9,6.9,8.9,0.4
1046,2017-11-12,10.6,5.4,8.0,7.6
1047,2017-11-13,9.7,5.5,7.6,4.5
1048,2017-11-14,9.6,4.3,6.95,0.0
1049,2017-11-15,9.4,-0.4,4.5,0.0
1050,2017-11-16,8.5,3.2,5.85,0.0
1051,2017-11-17,8.2,5.3,6.75,3.1
1052,2017-11-18,9.6,4.8,7.2,0.0
1053,2017-11-19,8.1,4.3,6.2,0.4
1054,2017-11-20,8.1,2.6,5.35,0.0
1055,2017-11-21,5.5,3.0,4.25,1.2
1056,2017-11-22,14.3,6.2,10.25,0.0
1057,2017-11-23,7.2,3.9,5.55,0.0
1058,2017-11-24,7.3,6.1,6.7,0.0
1059,2017-11-25,8.1,5.8,6.95,0.3
1060,2017-11-26,7.8,5.3,6.55,0.0
1061,2017-11-27,6.7,1.8,4.25,0.0
1062,2017-11-28,7.4,-1.2,3.1,0.0
1063,2017-11-29,3.7,1.8,2.75,14.4
1064,2017-12-1,5.9,1.3,3.6,0.0
1065,2017-12-2,3.6,-1.9,0.85,0.0
1066,2017-12-3,1.8,-0.4,0.7,0.0
1067,2017-12-4,3.4,0.2,1.8,0.0
1068,2017-12-5,5.4,1.3,3.35,0.1
1069,2017-12-6,7.0,5.2,6.1,0.0
1070,2017-12-7,6.9,1.1,4.0,0.0
1071,2017-12-8,6.8,1.0,3.9,11.2
1072,2017-12-9,3.6,2.4,3.0,0.0
1073,2017-12-10,4.1,-0.7,1.7,0.8
1074,2017-12-11,10.9,2.1,6.5,0.0
1075,2017-12-12,14.6,8.9,11.75,4.8
1076,2017-12-13,6.3,2.7,4.5,0.0
1077,2017-12-14,5.3,1.0,3.15,0.0
1078,2017-12-15,8.8,3.8,6.3,5.4
1079,2017-12-16,6.3,3.5,4.9,0.0
1080,2017-12-17,5.4,-0.8,2.3,0.0
1081,2017-12-18,3.1,-0.7,1.2,0.0
1082,2017-12-19,1.9,-2.1,-0.1,0.0
1083,2017-12-20,0.7,-4.7,-2.0,0.0
1084,2017-12-21,2.5,-3.2,-0.35,1.3
1085,2017-12-22,5.9,1.0,3.45,0.0
1086,2017-12-23,7.2,3.9,5.55,0.0
1087,2017-12-24,11.1,6.4,8.75,0.0
1088,2017-12-25,10.9,3.6,7.25,0.0
1089,2017-12-26,6.1,1.1,3.6,0.0
1090,2017-12-27,12.6,2.9,7.75,0.0
1091,2017-12-28,8.3,5.9,7.1,2.2
1092,2017-12-29,4.2,2.1,3.15,0.0
1093,2017-12-30,2.5,-2.5,0.0,1.6
1094,2017-12-31,6.9,1.3,4.1,0.6
1095,2018-1-1,5.9,0.9,3.4,2.2
1096,2018-1-2,7.6,3.9,5.75,0.0
1097,2018-1-3,6.7,2.4,4.55,2.2
1098,2018-1-4,11.5,3.6,7.55,0.4
1099,2018-1-5,10.1,4.8,7.45,0.0
1100,2018-1-6,10.6,4.9,7.75,0.0
1101,2018-1-7,8.3,5.8,7.05,0.0
1102,2018-1-8,12.1,7.6,9.85,0.0
1103,2018-1-9,8.4,6.4,7.4,0.0
1104,2018-1-10,6.8,4.0,5.4,1.7
1105,2018-1-11,7.3,4.9,6.1,0.0
1106,2018-1-12,6.1,5.1,5.6,1.5
1107,2018-1-13,5.8,5.0,5.4,1.2
1108,2018-1-14,2.1,-0.9,0.6,0.0
1109,2018-1-15,-0.3,-1.5,-0.9,0.0
1110,2018-1-16,-1.1,-2.1,-1.6,1.2
1111,2018-1-17,4.7,-1.1,1.8,0.0
1112,2018-1-18,6.9,1.7,4.3,0.6
1113,2018-1-19,6.6,4.6,5.6,1.3
1114,2018-1-20,6.5,0.3,3.4,3.6
1115,2018-1-21,1.9,0.5,1.2,3.6
1116,2018-1-22,4.8,-1.1,1.85,0.0
1117,2018-1-23,2.7,-0.7,1.0,0.0
1118,2018-1-24,4.9,1.3,3.1,0.0
1119,2018-1-25,4.7,-0.6,2.05,0.0
1120,2018-1-26,3.8,1.6,2.7,0.0
1121,2018-1-27,6.7,1.2,3.95,0.0
1122,2018-1-28,9.5,1.0,5.25,0.0
1123,2018-1-29,15.1,2.9,9.0,0.0
1124,2018-1-30,11.3,2.9,7.1,0.0
1125,2018-1-31,6.9,2.2,4.55,0.0
1126,2018-2-1,13.3,4.1,8.7,0.4
1127,2018-2-2,11.1,2.3,6.7,5.2
1128,2018-2-3,3.9,1.8,2.85,5.4
1129,2018-2-4,8.1,1.3,4.7,0.0
1130,2018-2-5,6.6,-0.6,3.0,0.0
1131,2018-2-6,3.3,-0.1,1.6,0.0
1132,2018-2-7,3.6,-1.0,1.3,7.4
1133,2018-2-8,4.8,2.9,3.85,3.8
1134,2018-2-9,3.9,-0.4,1.75,0.0
1135,2018-2-10,4.9,0.7,2.8,0.0
1136,2018-2-11,7.2,-0.1,3.55,0.0
1137,2018-2-12,5.3,-0.7,2.3,1.4
1138,2018-2-13,2.5,1.0,1.75,9.0
1139,2018-2-14,2.5,0.5,1.5,4.5
1140,2018-2-15,7.2,0.7,3.95,0.0
1141,2018-2-16,4.4,0.1,2.25,0.0
1142,2018-2-17,3.9,-0.6,1.65,5.5
1143,2018-2-18,7.2,0.0,3.6,0.0
1144,2018-2-19,5.5,-0.5,2.5,0.0
1145,2018-2-20,2.9,0.4,1.65,13.8
1146,2018-2-21,2.9,0.7,1.8,2.1
1147,2018-2-22,4.1,0.7,2.4,1.3
1148,2018-2-23,2.9,-0.1,1.4,0.2
1149,2018-2-24,4.2,-0.6,1.8,0.0
1150,2018-2-25,-0.2,-6.7,-3.45,0.0
1151,2018-2-26,-1.7,-8.8,-5.25,0.0
1152,2018-2-27,-1.8,-8.2,-5.0,2.4
1153,2018-2-28,-3.1,-8.5,-5.8,0.0
1154,2018-3-1,-2.6,-8.9,-5.75,0.0
1155,2018-3-2,-2.8,-5.7,-4.25,2.3
1156,2018-3-3,3.5,-3.9,-0.2,0.0
1157,2018-3-4,0.5,-2.7,-1.1,0.0
1158,2018-3-5,3.6,-3.9,-0.15,0.0
1159,2018-3-6,4.1,2.1,3.1,6.7
1160,2018-3-7,9.9,2.8,6.35,0.0
1161,2018-3-8,9.1,2.4,5.75,4.0
1162,2018-3-9,13.9,1.5,7.7,0.0
1163,2018-3-10,16.3,4.5,10.4,0.0
1164,2018-3-11,16.3,5.3,10.8,0.6
1165,2018-3-12,18.4,11.0,14.7,0.3
1166,2018-3-13,15.6,8.4,12.0,0.0
1167,2018-3-14,13.0,7.1,10.05,0.0
1168,2018-3-15,8.5,3.3,5.9,1.3
1169,2018-3-16,8.1,5.6,6.85,15.3
1170,2018-3-17,7.9,3.3,5.6,13.4
1171,2018-3-18,1.4,-0.8,0.3,0.0
1172,2018-3-19,1.8,-2.7,-0.45,0.0
1173,2018-3-20,1.8,-2.5,-0.35,0.0
1174,2018-3-21,5.8,-0.6,2.6,0.0
1175,2018-3-22,6.4,-1.5,2.45,0.0
1176,2018-3-23,9.2,-0.7,4.25,0.0
1177,2018-3-24,5.1,-0.2,2.45,0.0
1178,2018-3-25,7.5,-0.4,3.55,0.0
1179,2018-3-26,10.3,3.9,7.1,0.0
1180,2018-3-27,11.4,5.1,8.25,0.0
1181,2018-3-28,11.8,2.9,7.35,0.0
1182,2018-3-29,10.8,6.6,8.7,8.6
1183,2018-3-30,15.0,7.2,11.1,6.3
1184,2018-3-31,17.1,10.2,13.65,15.3
1185,2018-4-1,12.4,6.8,9.6,0.0
1186,2018-4-2,13.3,5.1,9.2,0.0
1187,2018-4-3,20.5,5.8,13.15,0.0
1188,2018-4-4,19.8,10.3,15.05,0.0
1189,2018-4-5,19.2,10.2,14.7,0.0
1190,2018-4-6,16.8,9.6,13.2,0.1
1191,2018-4-7,15.2,10.3,12.75,0.0
1192,2018-4-8,22.9,8.6,15.75,0.0
1193,2018-4-9,25.3,12.2,18.75,0.0
1194,2018-4-10,21.2,12.6,16.9,0.0
1195,2018-4-11,23.2,9.9,16.55,0.0
1196,2018-4-12,27.7,12.9,20.3,4.9
1197,2018-4-13,23.0,14.3,18.65,1.8
1198,2018-4-14,25.8,10.5,18.15,0.0
1199,2018-4-15,24.9,15.7,20.3,0.1
1200,2018-4-16,20.6,17.9,19.25,0.2
1201,2018-4-17,22.2,15.4,18.8,0.0
1202,2018-4-18,24.5,15.9,20.2,0.0
1203,2018-4-19,26.7,12.3,19.5,0.0
1204,2018-4-20,26.4,16.3,21.35,0.0
1205,2018-4-21,26.9,11.1,19.0,0.0
1206,2018-4-22,29.5,12.3,20.9,0.0
1207,2018-4-23,29.6,15.8,22.7,2.8
1208,2018-4-24,25.6,17.1,21.35,0.0
1209,2018-4-25,28.6,13.3,20.95,0.0
1210,2018-4-26,22.8,14.2,18.5,1.8
1211,2018-4-27,21.5,10.7,16.1,0.0
1212,2018-4-28,26.2,11.6,18.9,0.0
1213,2018-4-29,31.1,16.5,23.8,0.0
1214,2018-4-30,29.6,17.3,23.45,2.0
1215,2018-5-1,26.7,14.4,20.55,0.9
1216,2018-5-2,30.4,16.1,23.25,0.0
1217,2018-5-3,30.3,16.4,23.35,0.0
1218,2018-5-4,30.4,16.6,23.5,0.0
1219,2018-5-5,28.6,19.1,23.85,0.0
1220,2018-5-6,26.2,17.3,21.75,0.0
1221,2018-5-7,25.9,15.6,20.75,0.0
1222,2018-5-8,25.6,16.2,20.9,0.0
1223,2018-5-9,25.5,15.6,20.55,1.1
1224,2018-5-10,28.0,16.9,22.45,0.0
1225,2018-5-11,28.2,15.4,21.8,0.0
1226,2018-5-12,30.4,15.3,22.85,0.9
1227,2018-5-13,27.7,16.8,22.25,0.0
1228,2018-5-14,23.7,15.2,19.45,6.0
1229,2018-5-15,20.4,10.8,15.6,12.5
1230,2018-5-16,19.5,11.3,15.4,0.2
1231,2018-5-17,20.4,12.1,16.25,0.0
1232,2018-5-18,21.9,14.6,18.25,0.0
1233,2018-5-19,24.8,13.8,19.3,2.4
1234,2018-5-20,24.5,13.6,19.05,0.0
1235,2018-5-21,26.4,15.1,20.75,0.0
1236,2018-5-22,26.5,15.4,20.95,0.0
1237,2018-5-23,28.1,17.5,22.8,0.0
1238,2018-5-24,30.5,18.5,24.5,0.0
1239,2018-5-25,22.7,16.3,19.5,12.6
1240,2018-5-26,28.6,15.4,22.0,0.0
1241,2018-5-27,31.1,17.3,24.2,0.0
1242,2018-5-28,32.3,19.4,25.85,0.0
1243,2018-5-29,30.9,19.5,25.2,0.0
1244,2018-5-30,30.4,19.3,24.85,0.0
1245,2018-5-31,32.0,18.2,25.1,0.0
1246,2018-6-1,32.1,19.8,25.95,0.0
1247,2018-6-2,30.0,19.4,24.7,0.8
1248,2018-6-3,29.5,19.1,24.3,0.0
1249,2018-6-4,30.3,18.5,24.4,0.0
1250,2018-6-5,30.9,19.8,25.35,0.0
1251,2018-6-6,29.2,20.1,24.65,0.0
1252,2018-6-7,25.4,17.3,21.35,2.2
1253,2018-6-8,31.6,18.6,25.1,16.2
1254,2018-6-9,26.2,17.5,21.85,1.6
1255,2018-6-10,30.7,20.3,25.5,16.9
1256,2018-6-11,31.8,19.8,25.8,0.0
1257,2018-6-12,32.4,20.7,26.55,4.5
1258,2018-6-13,25.5,17.6,21.55,0.0
1259,2018-6-14,22.9,15.8,19.35,9.4
1260,2018-6-15,25.0,16.9,20.95,0.0
1261,2018-6-16,26.7,20.8,23.75,0.0
1262,2018-6-17,30.1,20.9,25.5,0.0
1263,2018-6-18,26.3,18.2,22.25,0.0
1264,2018-6-19,29.5,21.1,25.3,0.0
1265,2018-6-20,33.4,21.5,27.45,0.0
1266,2018-6-21,32.9,22.1,27.5,14.4
1267,2018-6-22,29.9,15.3,22.6,0.0
1268,2018-6-23,20.3,11.4,15.85,0.0
1269,2018-6-24,20.6,12.4,16.5,0.0
1270,2018-6-25,24.1,14.3,19.2,0.0
1271,2018-6-26,25.9,14.4,20.15,0.0
1272,2018-6-27,22.8,14.4,18.6,4.8
1273,2018-6-28,27.7,15.3,21.5,20.6
1274,2018-6-29,28.9,18.5,23.7,0.0
1275,2018-6-30,26.6,20.8,23.7,0.0
1276,2018-7-1,22.6,13.2,17.9,0.0
1277,2018-7-2,25.6,11.5,18.55,0.0
1278,2018-7-3,28.8,13.6,21.2,0.0
1279,2018-7-4,29.3,15.6,22.45,0.0
1280,2018-7-5,32.2,18.1,25.15,0.0
1281,2018-7-6,29.9,19.9,24.9,1.7
1282,2018-7-7,28.0,18.7,23.35,0.0
1283,2018-7-8,28.8,20.1,24.45,0.0
1284,2018-7-9,30.3,17.0,23.65,0.0
1285,2018-7-10,31.5,18.1,24.8,0.0
1286,2018-7-11,25.6,18.7,22.15,1.2
1287,2018-7-12,26.9,16.9,21.9,0.0
1288,2018-7-13,28.5,17.4,22.95,0.0
1289,2018-7-14,30.5,17.8,24.15,0.0
1290,2018-7-15,30.9,20.1,25.5,0.0
1291,2018-7-16,30.8,18.9,24.85,0.0
1292,2018-7-17,30.2,20.3,25.25,0.0
1293,2018-7-18,25.6,20.9,23.25,0.2
1294,2018-7-19,27.9,18.6,23.25,0.0
1295,2018-7-20,30.5,19.9,25.2,0.0
1296,2018-7-21,32.4,19.3,25.85,6.3
1297,2018-7-22,28.5,19.6,24.05,0.0
1298,2018-7-23,29.5,19.6,24.55,6.3
1299,2018-7-24,32.3,20.8,26.55,0.0
1300,2018-7-25,32.6,19.6,26.1,0.0
1301,2018-7-26,32.4,21.6,27.0,2.0
1302,2018-7-27,33.6,21.6,27.6,0.5
1303,2018-7-28,31.9,21.8,26.85,6.3
1304,2018-7-29,35.2,22.6,28.9,0.0
1305,2018-7-30,35.1,24.6,29.85,0.0
1306,2018-7-31,33.2,23.9,28.55,0.6
1307,2018-8-1,33.2,24.1,28.65,14.5
1308,2018-8-2,31.2,21.3,26.25,6.2
1309,2018-8-3,32.2,21.6,26.9,0.0
1310,2018-8-4,33.9,21.1,27.5,0.0
1311,2018-8-5,34.8,20.9,27.85,0.4
1312,2018-8-6,33.9,20.1,27.0,0.0
1313,2018-8-7,34.3,21.6,27.95,0.0
1314,2018-8-8,35.3,22.1,28.7,0.0
1315,2018-8-9,35.9,23.0,29.45,0.0
1316,2018-8-10,35.1,23.3,29.2,0.0
1317,2018-8-11,31.6,20.4,26.0,0.8
1318,2018-8-12,32.8,19.6,26.2,0.0
1319,2018-8-13,33.7,19.7,26.7,0.0
1320,2018-8-14,32.6,19.6,26.1,6.3
1321,2018-8-15,27.5,20.5,24.0,0.0
1322,2018-8-16,31.3,19.2,25.25,0.0
1323,2018-8-17,32.9,20.4,26.65,0.0
1324,2018-8-18,34.2,20.4,27.3,0.0
1325,2018-8-19,34.5,22.0,28.25,0.0
1326,2018-8-20,35.4,21.3,28.35,0.0
1327,2018-8-21,35.8,21.6,28.7,0.7
1328,2018-8-22,33.9,21.4,27.65,0.0
1329,2018-8-23,34.6,22.3,28.45,0.0
1330,2018-8-24,33.3,20.1,26.7,0.1
1331,2018-8-25,26.6,19.6,23.1,8.1
1332,2018-8-26,21.2,14.1,17.65,0.3
1333,2018-8-27,25.9,15.6,20.75,0.0
1334,2018-8-28,29.3,14.1,21.7,0.0
1335,2018-8-29,28.9,16.5,22.7,0.0
1336,2018-8-30,30.4,16.9,23.65,0.0
1337,2018-8-31,31.3,18.2,24.75,0.0
1338,2018-9-1,29.8,20.3,25.05,47.7
1339,2018-9-2,27.9,17.4,22.65,2.7
1340,2018-9-3,25.4,18.9,22.15,6.5
1341,2018-9-4,22.0,17.8,19.9,7.2
1342,2018-9-5,27.3,15.3,21.3,0.0
1343,2018-9-6,28.3,18.0,23.15,0.0
1344,2018-9-7,27.8,16.2,22.0,0.0
1345,2018-9-8,28.2,17.7,22.95,0.0
1346,2018-9-9,27.7,15.4,21.55,0.0
1347,2018-9-10,27.2,14.9,21.05,0.0
1348,2018-9-11,28.4,15.9,22.15,0.0
1349,2018-9-12,30.7,16.2,23.45,0.0
1350,2018-9-13,30.3,17.0,23.65,0.0
1351,2018-9-14,30.8,16.8,23.8,0.0
1352,2018-9-15,26.2,18.3,22.25,0.0
1353,2018-9-16,26.4,15.2,20.8,0.0
1354,2018-9-17,27.2,15.3,21.25,0.0
1355,2018-9-18,28.2,15.8,22.0,0.0
1356,2018-9-19,28.8,16.4,22.6,0.0
1357,2018-9-20,29.5,17.8,23.65,0.0
1358,2018-9-21,29.8,16.8,23.3,0.0
1359,2018-9-22,23.9,13.1,18.5,0.1
1360,2018-9-23,20.9,13.4,17.15,1.8
1361,2018-9-24,18.1,11.1,14.6,0.0
1362,2018-9-25,14.5,7.5,11.0,0.0
1363,2018-9-26,17.3,4.9,11.1,0.0
1364,2018-9-27,21.6,5.4,13.5,0.0
1365,2018-9-28,22.5,9.1,15.8,0.0
1366,2018-9-29,17.3,12.1,14.7,0.0
1367,2018-9-30,18.7,8.5,13.6,0.0
1368,2018-10-1,16.2,9.5,12.85,0.4
1369,2018-10-2,13.3,9.5,11.4,0.9
1370,2018-10-3,18.6,6.4,12.5,0.3
1371,2018-10-4,17.6,7.5,12.55,0.0
1372,2018-10-5,19.9,6.3,13.1,0.0
1373,2018-10-6,23.3,8.8,16.05,0.0
1374,2018-10-7,22.8,13.5,18.15,0.0
1375,2018-10-8,23.4,13.3,18.35,0.0
1376,2018-10-9,24.8,12.1,18.45,0.0
1377,2018-10-10,25.1,12.1,18.6,0.0
1378,2018-10-11,25.1,11.9,18.5,0.0
1379,2018-10-12,23.4,11.5,17.45,0.0
1380,2018-10-13,24.1,10.9,17.5,0.0
1381,2018-10-14,22.5,10.6,16.55,0.0
1382,2018-10-15,22.4,10.9,16.65,0.0
1383,2018-10-16,22.1,9.9,16.0,0.0
1384,2018-10-17,23.8,12.6,18.2,0.0
1385,2018-10-18,21.7,11.9,16.8,0.0
1386,2018-10-19,16.6,13.0,14.8,0.1
1387,2018-10-20,19.3,9.8,14.55,0.1
1388,2018-10-21,14.7,6.6,10.65,3.1
1389,2018-10-22,17.8,10.9,14.35,0.0
1390,2018-10-23,13.0,10.1,11.55,0.0
1391,2018-10-24,13.3,7.3,10.3,3.6
1392,2018-10-25,11.9,5.4,8.65,0.2
1393,2018-10-26,15.6,9.8,12.7,0.0
1394,2018-10-27,19.1,10.1,14.6,1.3
1395,2018-10-28,22.2,11.0,16.6,8.2
1396,2018-10-29,24.2,14.4,19.3,4.5
1397,2018-10-30,21.4,14.2,17.8,0.0
1398,2018-10-31,20.9,8.2,14.55,0.0
1399,2018-11-1,18.3,11.3,14.8,0.0
1400,2018-11-2,20.4,13.3,16.85,0.0
1401,2018-11-3,20.2,14.2,17.2,0.0
1402,2018-11-4,21.9,11.9,16.9,0.0
1403,2018-11-5,19.7,10.3,15.0,0.0
1404,2018-11-6,17.1,8.3,12.7,0.0
1405,2018-11-7,15.6,8.4,12.0,0.0
1406,2018-11-8,17.3,7.3,12.3,0.0
1407,2018-11-9,16.1,6.5,11.3,0.0
1408,2018-11-10,11.8,5.5,8.65,0.0
1409,2018-11-11,9.9,4.2,7.05,0.0
1410,2018-11-12,16.5,7.2,11.85,0.0
1411,2018-11-13,15.8,8.3,12.05,0.0
1412,2018-11-14,14.4,9.5,11.95,0.0
1413,2018-11-15,11.6,4.8,8.2,0.0
1414,2018-11-16,11.6,5.6,8.6,0.0
1415,2018-11-17,8.9,2.9,5.9,0.0
1416,2018-11-18,7.8,3.6,5.7,0.1
1417,2018-11-19,5.9,2.0,3.95,1.2
1418,2018-11-20,4.1,2.7,3.4,6.2
1419,2018-11-21,6.8,4.1,5.45,1.9
1420,2018-11-22,6.5,5.0,5.75,0.3
1421,2018-11-23,8.1,5.5,6.8,0.0
1422,2018-11-24,7.3,4.5,5.9,5.3
1423,2018-11-25,7.3,5.4,6.35,14.0
1424,2018-11-26,8.8,6.2,7.5,11.2
1425,2018-11-27,6.1,2.9,4.5,2.2
1426,2018-11-28,4.4,1.1,2.75,0.0
1427,2018-11-29,1.8,-2.5,-0.35,0.0
1428,2018-11-30,-0.6,-2.6,-1.6,0.0
1429,2018-12-1,-1.1,-5.1,-3.1,0.0
1430,2018-12-2,1.4,-1.2,0.1,0.1
1431,2018-12-3,3.9,-0.1,1.9,2.7
1432,2018-12-4,11.9,3.1,7.5,0.2
1433,2018-12-5,8.6,3.2,5.9,0.0
1434,2018-12-6,4.7,-0.7,2.0,0.0
1435,2018-12-7,5.6,1.6,3.6,4.0
1436,2018-12-8,7.3,1.1,4.2,0.4
1437,2018-12-9,5.8,1.3,3.55,0.9
1438,2018-12-10,7.5,3.5,5.5,0.8
1439,2018-12-11,4.1,0.5,2.3,1.3
1440,2018-12-12,4.4,1.3,2.85,0.0
1441,2018-12-13,4.3,-1.3,1.5,0.0
1442,2018-12-14,1.2,-4.2,-1.5,3.3
1443,2018-12-15,0.0,-1.0,-0.5,2.6
1444,2018-12-16,2.4,-2.2,0.1,0.0
1445,2018-12-17,-0.5,-5.3,-2.9,0.0
1446,2018-12-18,2.9,-6.1,-1.6,0.0
1447,2018-12-19,-1.2,-7.2,-4.2,0.0
1448,2018-12-20,-2.9,-7.8,-5.35,0.1
1449,2018-12-21,0.7,-2.7,-1.0,0.1
1450,2018-12-22,9.5,-0.9,4.3,4.7
1451,2018-12-23,10.1,5.0,7.55,8.5
1452,2018-12-24,7.3,3.1,5.2,1.2
1453,2018-12-25,3.8,0.6,2.2,0.0
1454,2018-12-26,5.3,3.5,4.4,0.0
1455,2018-12-27,7.4,2.6,5.0,0.2
1456,2018-12-28,8.3,4.2,6.25,0.4
1457,2018-12-29,8.3,4.8,6.55,0.0
1458,2018-12-30,5.7,3.6,4.65,0.9
1459,2018-12-31,7.0,3.3,5.15,0.0
1460,2019-1-1,3.2,-1.8,0.7,2.7
1461,2019-1-2,4.9,2.1,3.5,0.0
1462,2019-1-3,1.2,-1.6,-0.2,0.0
1463,2019-1-4,0.9,-2.5,-0.8,2.0
1464,2019-1-5,2.9,-2.7,0.1,0.5
1465,2019-1-6,3.6,-0.2,1.7,0.0
1466,2019-1-7,-0.1,-5.3,-2.7,0.0
1467,2019-1-8,-1.6,-5.5,-3.55,9.0
1468,2019-1-9,-0.2,-3.5,-1.85,0.0
1469,2019-1-10,2.0,-2.5,-0.25,0.0
1470,2019-1-11,1.3,-2.4,-0.55,0.3
1471,2019-1-12,4.3,-2.7,0.8,0.3
1472,2019-1-13,5.9,1.7,3.8,4.9
1473,2019-1-14,6.6,1.9,4.25,0.0
1474,2019-1-15,4.1,-0.9,1.6,0.0
1475,2019-1-16,7.3,4.1,5.7,0.0
1476,2019-1-17,11.2,-0.5,5.35,0.0
1477,2019-1-18,6.7,2.7,4.7,0.0
1478,2019-1-19,3.1,-1.9,0.6,0.9
1479,2019-1-20,0.9,-1.3,-0.2,0.1
1480,2019-1-21,2.2,-4.2,-1.0,0.0
1481,2019-1-22,-0.1,-3.1,-1.6,0.2
1482,2019-1-23,-1.1,-4.5,-2.8,1.4
1483,2019-1-24,3.3,-1.3,1.0,0.3
1484,2019-1-25,-1.1,-3.7,-2.4,0.0
1485,2019-1-26,1.9,-3.4,-0.75,0.0
1486,2019-1-27,4.5,-0.7,1.9,0.0
1487,2019-1-28,1.0,-0.1,0.45,6.3
1488,2019-1-29,5.6,-0.4,2.6,0.0
1489,2019-1-30,2.5,0.2,1.35,0.0
1490,2019-1-31,5.9,-0.6,2.65,0.0
1491,2019-2-1,3.9,0.8,2.35,3.0
1492,2019-2-2,10.0,3.0,6.5,0.0
1493,2019-2-3,8.9,7.2,8.05,5.4
1494,2019-2-4,8.5,2.4,5.45,0.0
1495,2019-2-5,5.3,1.8,3.55,0.0
1496,2019-2-6,6.8,-0.7,3.05,0.0
1497,2019-2-7,6.4,-3.2,1.6,0.0
1498,2019-2-8,5.8,-0.6,2.6,0.0
1499,2019-2-9,6.4,1.8,4.1,0.0
1500,2019-2-10,7.2,-0.1,3.55,0.9
1501,2019-2-11,8.5,5.8,7.15,0.0
1502,2019-2-12,6.2,2.9,4.55,0.0
1503,2019-2-13,5.3,0.5,2.9,0.0
1504,2019-2-14,11.8,4.5,8.15,0.0
1505,2019-2-15,11.7,1.6,6.65,0.0
1506,2019-2-16,12.4,3.0,7.7,0.0
1507,2019-2-17,14.8,0.4,7.6,0.0
1508,2019-2-18,14.5,1.1,7.8,0.0
1509,2019-2-19,14.2,2.5,8.35,0.0
1510,2019-2-20,11.9,4.4,8.15,0.0
1511,2019-2-21,12.8,2.1,7.45,0.0
1512,2019-2-22,12.9,2.3,7.6,0.0
1513,2019-2-23,3.5,-3.9,-0.2,0.0
1514,2019-2-24,4.6,-3.6,0.5,0.0
1515,2019-2-25,9.9,-0.8,4.55,0.0
1516,2019-2-26,14.8,1.8,8.3,0.0
1517,2019-2-27,15.1,4.9,10.0,0.0
1518,2019-2-28,20.2,4.9,12.55,0.0
1519,2019-3-1,14.3,9.1,11.7,1.3
1520,2019-3-2,10.9,4.9,7.9,0.0
1521,2019-3-3,13.1,4.9,9.0,0.0
1522,2019-3-4,18.4,4.6,11.5,0.0
1523,2019-3-5,14.6,8.1,11.35,2.7
1524,2019-3-6,13.9,4.3,9.1,0.0
1525,2019-3-7,17.3,7.3,12.3,0.0
1526,2019-3-8,15.3,9.1,12.2,0.4
1527,2019-3-9,15.3,8.4,11.85,1.8
1528,2019-3-10,13.6,9.1,11.35,0.1
1529,2019-3-11,13.4,6.1,9.75,0.0
1530,2019-3-12,10.8,2.7,6.75,0.0
1531,2019-3-13,8.8,0.2,4.5,1.6
1532,2019-3-14,11.5,2.4,6.95,0.6
1533,2019-3-15,12.3,5.3,8.8,2.0
1534,2019-3-16,11.9,6.5,9.2,0.0
1535,2019-3-17,22.1,3.9,13.0,0.0
1536,2019-3-18,18.0,8.1,13.05,0.0
1537,2019-3-19,11.3,5.4,8.35,0.0
1538,2019-3-20,12.7,2.5,7.6,0.0
1539,2019-3-21,15.4,1.1,8.25,0.0
1540,2019-3-22,19.1,3.6,11.35,0.0
1541,2019-3-23,20.5,6.8,13.65,0.0
1542,2019-3-24,23.5,7.9,15.7,0.0
1543,2019-3-25,18.0,9.5,13.75,0.0
1544,2019-3-26,12.8,4.4,8.6,0.0
1545,2019-3-27,14.2,6.4,10.3,0.0
1546,2019-3-28,16.5,3.3,9.9,0.0
1547,2019-3-29,18.3,4.9,11.6,0.0
1548,2019-3-30,20.5,5.1,12.8,0.0
1549,2019-3-31,23.3,5.4,14.35,0.0
1550,2019-4-1,21.1,12.1,16.6,0.0
