,Date,T_max,T_min,T_avg,Rain
1551,2019-4-2,19.9,7.1,13.5,0.0
1552,2019-4-3,19.8,8.5,14.15,0.0
1553,2019-4-4,20.9,9.4,15.15,0.0
1554,2019-4-5,19.9,9.8,14.85,3.1
1555,2019-4-6,16.4,8.7,12.55,0.0
1556,2019-4-7,19.5,6.6,13.05,0.0
1557,2019-4-8,24.1,10.8,17.45,2.2
1558,2019-4-9,23.8,13.2,18.5,0.0
1559,2019-4-10,22.3,13.9,18.1,4.9
1560,2019-4-11,16.5,10.3,13.4,0.0
1561,2019-4-12,11.8,7.6,9.7,0.3
1562,2019-4-13,13.9,6.9,10.4,0.9
1563,2019-4-14,15.6,7.4,11.5,0.0
1564,2019-4-15,17.6,8.8,13.2,0.0
1565,2019-4-16,19.1,6.5,12.8,0.0
1566,2019-4-17,18.9,6.8,12.85,0.0
1567,2019-4-18,21.8,10.1,15.95,0.0
1568,2019-4-19,23.9,12.4,18.15,0.0
1569,2019-4-20,23.6,9.3,16.45,0.0
1570,2019-4-21,24.1,11.8,17.95,0.0
1571,2019-4-22,19.8,9.8,14.8,0.0
1572,2019-4-23,15.3,8.9,12.1,1.3
1573,2019-4-24,24.6,10.5,17.55,0.0
1574,2019-4-25,26.6,13.1,19.85,0.0
1575,2019-4-26,29.1,14.4,21.75,5.4
1576,2019-4-27,25.3,10.9,18.1,0.0
1577,2019-4-28,16.7,11.3,14.0,0.0
1578,2019-4-29,14.5,8.8,11.65,0.8
1579,2019-4-30,18.9,9.6,14.25,0.0
1580,2019-5-1,20.9,12.1,16.5,0.0
1581,2019-5-2,23.3,11.3,17.3,0.0
1582,2019-5-3,18.8,11.7,15.25,1.8
1583,2019-5-4,15.7,10.7,13.2,8.5
1584,2019-5-5,12.3,8.3,10.3,16.6
1585,2019-5-6,7.8,6.1,6.95,10.8
1586,2019-5-7,15.6,6.9,11.25,0.0
1587,2019-5-8,18.6,4.9,11.75,1.3
1588,2019-5-9,12.3,9.5,10.9,2.7
1589,2019-5-10,20.1,8.4,14.25,0.0
1590,2019-5-11,23.8,9.6,16.7,0.0
1591,2019-5-12,23.8,13.4,18.6,0.0
1592,2019-5-13,22.2,13.2,17.7,6.7
1593,2019-5-14,16.4,6.7,11.55,2.7
1594,2019-5-15,12.1,7.9,10.0,5.8
1595,2019-5-16,14.8,9.1,11.95,0.0
1596,2019-5-17,17.9,7.3,12.6,0.0
1597,2019-5-18,24.7,10.8,17.75,0.0
1598,2019-5-19,25.3,12.6,18.95,22.5
1599,2019-5-20,22.8,13.1,17.95,4.0
1600,2019-5-21,21.4,11.9,16.65,3.6
1601,2019-5-22,16.9,14.1,15.5,8.5
1602,2019-5-23,17.8,13.1,15.45,0.0
1603,2019-5-24,22.3,12.1,17.2,0.0
1604,2019-5-25,25.6,12.4,19.0,0.0
1605,2019-5-26,29.1,13.1,21.1,0.0
1606,2019-5-27,25.4,16.1,20.75,2.2
1607,2019-5-28,22.3,15.2,18.75,11.2
1608,2019-5-29,24.4,15.1,19.75,32.4
1609,2019-5-30,17.0,12.1,14.55,1.8
1610,2019-5-31,23.5,12.4,17.95,0.0
1611,2019-6-1,27.1,15.8,21.45,0.0
1612,2019-6-2,27.8,18.4,23.1,2.9
1613,2019-6-3,29.6,16.6,23.1,0.1
1614,2019-6-4,28.9,18.9,23.9,0.0
1615,2019-6-5,26.6,17.3,21.95,0.8
1616,2019-6-6,25.8,17.1,21.45,0.0
1617,2019-6-7,28.7,17.9,23.3,0.0
1618,2019-6-8,30.2,17.3,23.75,0.0
1619,2019-6-9,32.4,17.7,25.05,0.0
1620,2019-6-10,33.2,20.6,26.9,0.0
1621,2019-6-11,34.2,21.6,27.9,0.0
1622,2019-6-12,34.4,21.6,28.0,0.0
1623,2019-6-13,35.9,23.1,29.5,0.0
1624,2019-6-14,35.8,22.2,29.0,0.0
1625,2019-6-15,35.5,22.4,28.95,0.0
1626,2019-6-16,35.2,22.6,28.9,2.2
1627,2019-6-17,28.6,19.8,24.2,0.0
1628,2019-6-18,32.8,19.3,26.05,0.0
1629,2019-6-19,31.9,20.3,26.1,0.0
1630,2019-6-20,29.9,19.6,24.75,0.0
1631,2019-6-21,30.7,19.3,25.0,0.0
1632,2019-6-22,30.8,19.9,25.35,31.0
1633,2019-6-23,26.4,17.9,22.15,0.9
1634,2019-6-24,29.9,20.7,25.3,0.0
1635,2019-6-25,33.0,22.1,27.55,0.0
1636,2019-6-26,36.3,23.1,29.7,0.0
1637,2019-6-27,36.2,23.3,29.75,0.0
1638,2019-6-28,28.8,21.2,25.0,0.0
1639,2019-6-29,29.5,19.0,24.25,0.0
1640,2019-6-30,33.0,18.9,25.95,0.0
1641,2019-7-1,37.4,20.8,29.1,0.0
1642,2019-7-2,33.4,23.1,28.25,0.0
1643,2019-7-3,30.4,21.6,26.0,0.0
1644,2019-7-4,29.4,19.8,24.6,0.0
1645,2019-7-5,31.2,17.6,24.4,0.0
1646,2019-7-6,32.9,18.2,25.55,3.6
1647,2019-7-7,31.0,21.4,26.2,0.0
1648,2019-7-8,25.4,17.8,21.6,0.0
1649,2019-7-9,25.4,17.2,21.3,0.0
1650,2019-7-10,24.3,16.1,20.2,0.0
1651,2019-7-11,26.8,14.4,20.6,0.0
1652,2019-7-12,21.2,14.5,17.85,3.1
1653,2019-7-13,23.9,15.3,19.6,0.5
1654,2019-7-14,25.1,15.5,20.3,3.6
1655,2019-7-15,27.3,13.9,20.6,0.0
1656,2019-7-16,26.6,16.9,21.75,0.0
1657,2019-7-17,27.4,16.8,22.1,0.0
1658,2019-7-18,26.5,18.1,22.3,0.0
1659,2019-7-19,29.6,16.8,23.2,0.0
1660,2019-7-20,32.9,19.0,25.95,0.0
1661,2019-7-21,34.3,20.7,27.5,0.0
1662,2019-7-22,31.9,21.5,26.7,0.0
1663,2019-7-23,31.6,22.5,27.05,0.0
1664,2019-7-24,30.9,19.9,25.4,0.0
1665,2019-7-25,33.4,19.6,26.5,0.0
1666,2019-7-26,34.3,20.8,27.55,2.0
1667,2019-7-27,25.8,20.2,23.0,17.8
1668,2019-7-28,28.8,17.9,23.35,17.5
1669,2019-7-29,28.2,19.4,23.8,0.5
1670,2019-7-30,32.6,20.4,26.5,0.0
1671,2019-7-31,33.8,22.9,28.35,0.0
1672,2019-8-1,31.0,20.8,25.9,0.0
1673,2019-8-2,29.4,18.5,23.95,4.5
1674,2019-8-3,26.9,17.9,22.4,0.0
1675,2019-8-4,27.4,16.7,22.05,0.0
1676,2019-8-5,30.3,16.3,23.3,0.3
1677,2019-8-6,31.6,20.5,26.05,0.0
1678,2019-8-7,32.0,20.5,26.25,0.0
1679,2019-8-8,29.6,20.8,25.2,0.0
1680,2019-8-9,32.9,18.2,25.55,0.0
1681,2019-8-10,35.2,21.3,28.25,0.0
1682,2019-8-11,34.6,21.9,28.25,0.0
1683,2019-8-12,36.6,22.1,29.35,0.0
1684,2019-8-13,33.7,21.8,27.75,9.0
1685,2019-8-14,23.8,15.6,19.7,1.3
1686,2019-8-15,26.9,12.4,19.65,0.0
1687,2019-8-16,26.3,15.1,20.7,0.0
1688,2019-8-17,28.0,16.4,22.2,0.0
1689,2019-8-18,31.9,18.6,25.25,0.0
1690,2019-8-19,34.6,19.5,27.05,0.0
1691,2019-8-20,36.0,21.8,28.9,0.0
1692,2019-8-21,29.3,21.6,25.45,0.0
1693,2019-8-22,30.2,18.3,24.25,0.0
1694,2019-8-23,30.8,20.9,25.85,0.0
1695,2019-8-24,33.6,20.7,27.15,0.0
1696,2019-8-25,32.9,23.1,28.0,0.3
1697,2019-8-26,29.9,22.1,26.0,4.0
1698,2019-8-27,31.2,21.4,26.3,0.0
1699,2019-8-28,34.9,22.8,28.85,0.0
1700,2019-8-29,35.4,22.1,28.75,0.0
1701,2019-8-30,35.0,20.8,27.9,0.0
1702,2019-8-31,35.4,23.2,29.3,0.0
1703,2019-9-1,34.6,22.0,28.3,3.2
1704,2019-9-2,32.3,20.6,26.45,1.4
1705,2019-9-3,22.1,14.1,18.1,1.8
1706,2019-9-4,26.6,12.9,19.75,0.0
1707,2019-9-5,28.1,13.3,20.7,0.0
1708,2019-9-6,28.1,15.9,22.0,0.2
1709,2019-9-7,23.8,16.7,20.25,12.9
1710,2019-9-8,23.0,16.1,19.55,5.8
1711,2019-9-9,20.6,15.3,17.95,7.3
1712,2019-9-10,24.3,10.9,17.6,0.0
1713,2019-9-11,27.4,11.5,19.45,0.0
1714,2019-9-12,27.4,14.8,21.1,0.0
1715,2019-9-13,25.9,15.0,20.45,0.0
1716,2019-9-14,26.9,18.0,22.45,0.0
1717,2019-9-15,25.1,11.4,18.25,0.0
1718,2019-9-16,29.2,13.8,21.5,0.1
1719,2019-9-17,23.8,19.3,21.55,0.0
1720,2019-9-18,19.2,12.4,15.8,0.0
1721,2019-9-19,18.8,7.5,13.15,0.0
1722,2019-9-20,19.4,8.7,14.05,0.0
1723,2019-9-21,20.9,7.8,14.35,0.0
1724,2019-9-22,23.3,7.9,15.6,0.0
1725,2019-9-23,18.1,14.6,16.35,0.0
1726,2019-9-24,23.1,14.6,18.85,0.0
1727,2019-9-25,22.7,14.3,18.5,0.0
1728,2019-9-26,23.2,15.6,19.4,0.0
1729,2019-9-27,24.7,11.3,18.0,0.0
1730,2019-9-28,24.3,14.8,19.55,0.0
1731,2019-9-29,23.7,14.4,19.05,0.0
1732,2019-9-30,26.9,13.9,20.4,0.0
1733,2019-10-1,24.3,11.8,18.05,0.0
1734,2019-10-2,25.2,13.6,19.4,2.1
1735,2019-10-3,15.7,10.1,12.9,0.0
1736,2019-10-4,17.3,7.9,12.6,0.0
1737,2019-10-5,13.4,9.4,11.4,3.1
1738,2019-10-6,15.1,8.3,11.7,0.0
1739,2019-10-7,13.8,7.2,10.5,0.0
1740,2019-10-8,15.7,3.2,9.45,0.0
1741,2019-10-9,21.3,7.9,14.6,0.0
1742,2019-10-10,18.3,11.8,15.05,0.0
1743,2019-10-11,19.9,8.8,14.35,0.0
1744,2019-10-12,22.0,7.9,14.95,0.0
1745,2019-10-13,23.0,10.3,16.65,0.0
1746,2019-10-14,24.7,12.9,18.8,0.0
1747,2019-10-15,25.2,13.6,19.4,0.0
1748,2019-10-16,20.9,10.9,15.9,0.0
1749,2019-10-17,22.5,8.9,15.7,0.0
1750,2019-10-18,22.3,10.9,16.6,0.0
1751,2019-10-19,23.3,9.8,16.55,0.0
1752,2019-10-20,25.1,11.0,18.05,0.0
1753,2019-10-21,25.9,12.8,19.35,0.0
1754,2019-10-22,25.4,13.4,19.4,0.0
1755,2019-10-23,26.1,13.0,19.55,0.0
1756,2019-10-24,24.2,12.9,18.55,0.0
1757,2019-10-25,24.6,10.6,17.6,0.0
1758,2019-10-26,21.1,9.1,15.1,0.0
1759,2019-10-27,21.6,8.8,15.2,0.0
